date,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza,influenza a and b,cure the flu,remedies for flu,flu shots,dangerous fever,break a fever,flu versus cold,medicine for the flu,treating flu,pneumonia,flu how long,flu and cold,flu lasts,braun thermoscan,the flu,flu symptoms,flu game,cure flu,cold vs. flu,how long is the flu,symptoms of flu,fever reducer,cold and flu,treating the flu,flu children,incubation period for flu,reduce a fever,i have the flu,low body,treat the flu,flu treatment,do i have the flu,flu shot,flu 2018,cold versus flu,flu chicago,flu vs cold,flu and fever,flu care,flu vs. cold,human temperature,high fever,medicine for flu,cold vs flu,influenza type a,fight the flu,influenza symptoms,how to treat flu,reduce fever,type a influenza,influenza incubation period,walgreens flu shot,normal body temperature,how to treat the flu,flu virus,fever flu,stomach flu,how long does flu last,illinois flu,flu vaccine,flu cough,over the counter flu,contagious flu,flu report,signs of flu,over the counter flu medicine,normal body,get rid of the flu,is flu contagious,flu germs,ear thermometer,early flu symptoms,stomach,how long is flu contagious,symptoms of the flu,taking temperature,exposed to flu,flu contagious,flu length,get over the flu,stomach flu symptoms,symptoms of bronchitis,what is the flu,cold or flu,flu medicine,flu remedies,flu complications,treat flu,how to get rid of the flu,body temperature
2011-22,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,31.0,3.0,1.0,0.0,0.0,3.0,5.0,1.0,1.0,0.0,0.0,3.0,1.0,3.0,0.0,8.0,0.0,20.0,6.0,57.0,0.0,12.0,0.0,1.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,13.0,36.0,4.0,3.0,0.0,0.0,5.0,0.0,69.0,0.0,0.0,0.0,13.0,0.0,4.0,2.0,10.0,2.0,3.0,2.0,0.0,0.0,5.0,0.0,9.0,0.0,38.0,7.0,6.0,0.0,6.0,0.0,50.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,12.0,7.0,5.0,0.0,5.0,0.0,0.0,0.0,3.0,56.0
2011-23,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,8.0,0.0,7.0,12.0,41.0,0.0,6.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,13.0,37.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,19.0,3.0,12.0,2.0,10.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,5.0,0.0,43.0,0.0,0.0,0.0,13.0,0.0,50.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,16.0,0.0,9.0,0.0,5.0,0.0,0.0,0.0,0.0,36.0
2011-24,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,8.0,0.0,7.0,12.0,41.0,0.0,6.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,13.0,37.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,19.0,3.0,12.0,2.0,10.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,5.0,0.0,43.0,0.0,0.0,0.0,13.0,0.0,50.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,16.0,0.0,9.0,0.0,5.0,0.0,0.0,0.0,0.0,36.0
2011-25,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,8.0,0.0,7.0,12.0,41.0,0.0,6.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,13.0,37.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,19.0,3.0,12.0,2.0,10.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,5.0,0.0,43.0,0.0,0.0,0.0,13.0,0.0,50.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,16.0,0.0,9.0,0.0,5.0,0.0,0.0,0.0,0.0,36.0
2011-26,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,8.0,0.0,7.0,12.0,41.0,0.0,6.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,13.0,37.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,19.0,3.0,12.0,2.0,10.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,5.0,0.0,43.0,0.0,0.0,0.0,13.0,0.0,50.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,16.0,0.0,9.0,0.0,5.0,0.0,0.0,0.0,0.0,36.0
2011-27,6.0,0.0,0.0,13.0,0.0,4.0,0.0,0.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,27.0,1.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,1.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,11.0,0.0,4.0,0.0,0.0,3.0,0.0,3.0,3.0,4.0,10.0,19.0,8.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,7.0,17.0,0.0,12.0,1.0,10.0,1.0,1.0,18.0,0.0,2.0,2.0,0.0,0.0,0.0,44.0,6.0,0.0,0.0,18.0,0.0,50.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,20.0,4.0,9.0,0.0,5.0,0.0,0.0,3.0,0.0,56.0
2011-28,6.0,0.0,0.0,13.0,0.0,4.0,0.0,0.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,27.0,1.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,1.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,11.0,0.0,4.0,0.0,0.0,3.0,0.0,3.0,3.0,4.0,10.0,19.0,8.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,7.0,17.0,0.0,12.0,1.0,10.0,1.0,1.0,18.0,0.0,2.0,2.0,0.0,0.0,0.0,44.0,6.0,0.0,0.0,18.0,0.0,50.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,20.0,4.0,9.0,0.0,5.0,0.0,0.0,3.0,0.0,56.0
2011-29,6.0,0.0,0.0,13.0,0.0,4.0,0.0,0.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,27.0,1.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,1.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,11.0,0.0,4.0,0.0,0.0,3.0,0.0,3.0,3.0,4.0,10.0,19.0,8.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,7.0,17.0,0.0,12.0,1.0,10.0,1.0,1.0,18.0,0.0,2.0,2.0,0.0,0.0,0.0,44.0,6.0,0.0,0.0,18.0,0.0,50.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,20.0,4.0,9.0,0.0,5.0,0.0,0.0,3.0,0.0,56.0
2011-30,6.0,0.0,0.0,13.0,0.0,4.0,0.0,0.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,27.0,1.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,1.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,11.0,0.0,4.0,0.0,0.0,3.0,0.0,3.0,3.0,4.0,10.0,19.0,8.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,7.0,17.0,0.0,12.0,1.0,10.0,1.0,1.0,18.0,0.0,2.0,2.0,0.0,0.0,0.0,44.0,6.0,0.0,0.0,18.0,0.0,50.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,20.0,4.0,9.0,0.0,5.0,0.0,0.0,3.0,0.0,56.0
2011-31,6.0,0.0,0.0,13.0,0.0,4.0,0.0,0.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,27.0,1.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,1.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,11.0,0.0,4.0,0.0,0.0,3.0,0.0,3.0,3.0,4.0,10.0,19.0,8.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,7.0,17.0,0.0,12.0,1.0,10.0,1.0,1.0,18.0,0.0,2.0,2.0,0.0,0.0,0.0,44.0,6.0,0.0,0.0,18.0,0.0,50.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,20.0,4.0,9.0,0.0,5.0,0.0,0.0,3.0,0.0,56.0
2011-32,14.0,0.0,0.0,0.0,13.0,9.0,0.0,1.0,0.0,36.0,2.0,2.0,0.0,0.0,0.0,47.0,1.0,1.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,22.0,0.0,0.0,6.0,71.0,0.0,17.0,0.0,25.0,0.0,0.0,16.0,5.0,3.0,3.0,4.0,19.0,32.0,0.0,6.0,0.0,0.0,6.0,0.0,13.0,0.0,0.0,9.0,22.0,0.0,17.0,4.0,10.0,1.0,3.0,39.0,0.0,2.0,4.0,4.0,13.0,9.0,49.0,15.0,0.0,0.0,6.0,0.0,53.0,0.0,0.0,6.0,6.0,6.0,3.0,0.0,20.0,11.0,16.0,9.0,18.0,0.0,0.0,0.0,0.0,47.0
2011-33,14.0,0.0,0.0,0.0,13.0,9.0,0.0,1.0,0.0,36.0,2.0,2.0,0.0,0.0,0.0,47.0,1.0,1.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,22.0,0.0,0.0,6.0,71.0,0.0,17.0,0.0,25.0,0.0,0.0,16.0,5.0,3.0,3.0,4.0,19.0,32.0,0.0,6.0,0.0,0.0,6.0,0.0,13.0,0.0,0.0,9.0,22.0,0.0,17.0,4.0,10.0,1.0,3.0,39.0,0.0,2.0,4.0,4.0,13.0,9.0,49.0,15.0,0.0,0.0,6.0,0.0,53.0,0.0,0.0,6.0,6.0,6.0,3.0,0.0,20.0,11.0,16.0,9.0,18.0,0.0,0.0,0.0,0.0,47.0
2011-34,14.0,0.0,0.0,0.0,13.0,9.0,0.0,1.0,0.0,36.0,2.0,2.0,0.0,0.0,0.0,47.0,1.0,1.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,22.0,0.0,0.0,6.0,71.0,0.0,17.0,0.0,25.0,0.0,0.0,16.0,5.0,3.0,3.0,4.0,19.0,32.0,0.0,6.0,0.0,0.0,6.0,0.0,13.0,0.0,0.0,9.0,22.0,0.0,17.0,4.0,10.0,1.0,3.0,39.0,0.0,2.0,4.0,4.0,13.0,9.0,49.0,15.0,0.0,0.0,6.0,0.0,53.0,0.0,0.0,6.0,6.0,6.0,3.0,0.0,20.0,11.0,16.0,9.0,18.0,0.0,0.0,0.0,0.0,47.0
2011-35,14.0,0.0,0.0,0.0,13.0,9.0,0.0,1.0,0.0,36.0,2.0,2.0,0.0,0.0,0.0,47.0,1.0,1.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,22.0,0.0,0.0,6.0,71.0,0.0,17.0,0.0,25.0,0.0,0.0,16.0,5.0,3.0,3.0,4.0,19.0,32.0,0.0,6.0,0.0,0.0,6.0,0.0,13.0,0.0,0.0,9.0,22.0,0.0,17.0,4.0,10.0,1.0,3.0,39.0,0.0,2.0,4.0,4.0,13.0,9.0,49.0,15.0,0.0,0.0,6.0,0.0,53.0,0.0,0.0,6.0,6.0,6.0,3.0,0.0,20.0,11.0,16.0,9.0,18.0,0.0,0.0,0.0,0.0,47.0
2011-36,19.0,13.0,19.0,13.0,0.0,9.0,0.0,0.0,1.0,57.0,0.0,3.0,0.0,0.0,0.0,54.0,4.0,1.0,0.0,0.0,11.0,11.0,1.0,0.0,0.0,1.0,9.0,4.0,4.0,7.0,14.0,7.0,7.0,16.0,54.0,5.0,11.0,0.0,35.0,0.0,0.0,31.0,3.0,8.0,13.0,4.0,18.0,32.0,4.0,2.0,0.0,2.0,2.0,12.0,50.0,0.0,12.0,23.0,18.0,3.0,13.0,4.0,14.0,1.0,6.0,46.0,7.0,4.0,2.0,9.0,13.0,4.0,62.0,6.0,9.0,0.0,15.0,0.0,53.0,0.0,1.0,4.0,0.0,3.0,3.0,13.0,13.0,13.0,17.0,9.0,4.0,0.0,4.0,4.0,2.0,62.0
2011-37,19.0,13.0,19.0,13.0,0.0,9.0,0.0,0.0,1.0,57.0,0.0,3.0,0.0,0.0,0.0,54.0,4.0,1.0,0.0,0.0,11.0,11.0,1.0,0.0,0.0,1.0,9.0,4.0,4.0,7.0,14.0,7.0,7.0,16.0,54.0,5.0,11.0,0.0,35.0,0.0,0.0,31.0,3.0,8.0,13.0,4.0,18.0,32.0,4.0,2.0,0.0,2.0,2.0,12.0,50.0,0.0,12.0,23.0,18.0,3.0,13.0,4.0,14.0,1.0,6.0,46.0,7.0,4.0,2.0,9.0,13.0,4.0,62.0,6.0,9.0,0.0,15.0,0.0,53.0,0.0,1.0,4.0,0.0,3.0,3.0,13.0,13.0,13.0,17.0,9.0,4.0,0.0,4.0,4.0,2.0,62.0
2011-38,19.0,13.0,19.0,13.0,0.0,9.0,0.0,0.0,1.0,57.0,0.0,3.0,0.0,0.0,0.0,54.0,4.0,1.0,0.0,0.0,11.0,11.0,1.0,0.0,0.0,1.0,9.0,4.0,4.0,7.0,14.0,7.0,7.0,16.0,54.0,5.0,11.0,0.0,35.0,0.0,0.0,31.0,3.0,8.0,13.0,4.0,18.0,32.0,4.0,2.0,0.0,2.0,2.0,12.0,50.0,0.0,12.0,23.0,18.0,3.0,13.0,4.0,14.0,1.0,6.0,46.0,7.0,4.0,2.0,9.0,13.0,4.0,62.0,6.0,9.0,0.0,15.0,0.0,53.0,0.0,1.0,4.0,0.0,3.0,3.0,13.0,13.0,13.0,17.0,9.0,4.0,0.0,4.0,4.0,2.0,62.0
2011-39,19.0,13.0,19.0,13.0,0.0,9.0,0.0,0.0,1.0,57.0,0.0,3.0,0.0,0.0,0.0,54.0,4.0,1.0,0.0,0.0,11.0,11.0,1.0,0.0,0.0,1.0,9.0,4.0,4.0,7.0,14.0,7.0,7.0,16.0,54.0,5.0,11.0,0.0,35.0,0.0,0.0,31.0,3.0,8.0,13.0,4.0,18.0,32.0,4.0,2.0,0.0,2.0,2.0,12.0,50.0,0.0,12.0,23.0,18.0,3.0,13.0,4.0,14.0,1.0,6.0,46.0,7.0,4.0,2.0,9.0,13.0,4.0,62.0,6.0,9.0,0.0,15.0,0.0,53.0,0.0,1.0,4.0,0.0,3.0,3.0,13.0,13.0,13.0,17.0,9.0,4.0,0.0,4.0,4.0,2.0,62.0
2011-40,15.0,0.0,13.0,0.0,13.0,10.0,0.0,0.0,0.0,26.0,3.0,4.0,0.0,0.0,0.0,60.0,4.0,1.0,0.0,0.0,10.0,13.0,0.0,1.0,0.0,2.0,16.0,2.0,5.0,0.0,14.0,7.0,14.0,8.0,81.0,5.0,24.0,0.0,19.0,0.0,0.0,18.0,5.0,0.0,0.0,0.0,16.0,44.0,4.0,3.0,0.0,0.0,3.0,12.0,31.0,0.0,12.0,10.0,15.0,0.0,15.0,4.0,27.0,2.0,2.0,24.0,3.0,4.0,7.0,4.0,17.0,4.0,59.0,23.0,11.0,6.0,14.0,0.0,54.0,0.0,1.0,4.0,3.0,10.0,0.0,4.0,36.0,8.0,13.0,4.0,9.0,9.0,0.0,2.0,4.0,53.0
2011-41,15.0,0.0,13.0,0.0,13.0,10.0,0.0,0.0,0.0,26.0,3.0,4.0,0.0,0.0,0.0,60.0,4.0,1.0,0.0,0.0,10.0,13.0,0.0,1.0,0.0,2.0,16.0,2.0,5.0,0.0,14.0,7.0,14.0,8.0,81.0,5.0,24.0,0.0,19.0,0.0,0.0,18.0,5.0,0.0,0.0,0.0,16.0,44.0,4.0,3.0,0.0,0.0,3.0,12.0,31.0,0.0,12.0,10.0,15.0,0.0,15.0,4.0,27.0,2.0,2.0,24.0,3.0,4.0,7.0,4.0,17.0,4.0,59.0,23.0,11.0,6.0,14.0,0.0,54.0,0.0,1.0,4.0,3.0,10.0,0.0,4.0,36.0,8.0,13.0,4.0,9.0,9.0,0.0,2.0,4.0,53.0
2011-42,15.0,0.0,13.0,0.0,13.0,10.0,0.0,0.0,0.0,26.0,3.0,4.0,0.0,0.0,0.0,60.0,4.0,1.0,0.0,0.0,10.0,13.0,0.0,1.0,0.0,2.0,16.0,2.0,5.0,0.0,14.0,7.0,14.0,8.0,81.0,5.0,24.0,0.0,19.0,0.0,0.0,18.0,5.0,0.0,0.0,0.0,16.0,44.0,4.0,3.0,0.0,0.0,3.0,12.0,31.0,0.0,12.0,10.0,15.0,0.0,15.0,4.0,27.0,2.0,2.0,24.0,3.0,4.0,7.0,4.0,17.0,4.0,59.0,23.0,11.0,6.0,14.0,0.0,54.0,0.0,1.0,4.0,3.0,10.0,0.0,4.0,36.0,8.0,13.0,4.0,9.0,9.0,0.0,2.0,4.0,53.0
2011-43,15.0,0.0,13.0,0.0,13.0,10.0,0.0,0.0,0.0,26.0,3.0,4.0,0.0,0.0,0.0,60.0,4.0,1.0,0.0,0.0,10.0,13.0,0.0,1.0,0.0,2.0,16.0,2.0,5.0,0.0,14.0,7.0,14.0,8.0,81.0,5.0,24.0,0.0,19.0,0.0,0.0,18.0,5.0,0.0,0.0,0.0,16.0,44.0,4.0,3.0,0.0,0.0,3.0,12.0,31.0,0.0,12.0,10.0,15.0,0.0,15.0,4.0,27.0,2.0,2.0,24.0,3.0,4.0,7.0,4.0,17.0,4.0,59.0,23.0,11.0,6.0,14.0,0.0,54.0,0.0,1.0,4.0,3.0,10.0,0.0,4.0,36.0,8.0,13.0,4.0,9.0,9.0,0.0,2.0,4.0,53.0
2011-44,15.0,0.0,13.0,0.0,13.0,10.0,0.0,0.0,0.0,26.0,3.0,4.0,0.0,0.0,0.0,60.0,4.0,1.0,0.0,0.0,10.0,13.0,0.0,1.0,0.0,2.0,16.0,2.0,5.0,0.0,14.0,7.0,14.0,8.0,81.0,5.0,24.0,0.0,19.0,0.0,0.0,18.0,5.0,0.0,0.0,0.0,16.0,44.0,4.0,3.0,0.0,0.0,3.0,12.0,31.0,0.0,12.0,10.0,15.0,0.0,15.0,4.0,27.0,2.0,2.0,24.0,3.0,4.0,7.0,4.0,17.0,4.0,59.0,23.0,11.0,6.0,14.0,0.0,54.0,0.0,1.0,4.0,3.0,10.0,0.0,4.0,36.0,8.0,13.0,4.0,9.0,9.0,0.0,2.0,4.0,53.0
2011-45,15.0,0.0,34.0,11.0,22.0,6.0,0.0,0.0,0.0,6.0,4.0,1.0,0.0,0.0,0.0,50.0,5.0,1.0,0.0,0.0,11.0,12.0,1.0,0.0,0.0,2.0,13.0,3.0,7.0,0.0,15.0,6.0,0.0,10.0,55.0,7.0,21.0,0.0,9.0,0.0,0.0,15.0,4.0,4.0,2.0,4.0,7.0,30.0,4.0,3.0,0.0,0.0,5.0,16.0,22.0,0.0,11.0,3.0,20.0,0.0,27.0,6.0,42.0,2.0,1.0,9.0,5.0,0.0,13.0,4.0,20.0,4.0,61.0,5.0,26.0,8.0,5.0,0.0,59.0,0.0,0.0,8.0,0.0,19.0,0.0,4.0,52.0,20.0,19.0,4.0,12.0,19.0,0.0,3.0,2.0,58.0
2011-46,15.0,0.0,34.0,11.0,22.0,6.0,0.0,0.0,0.0,6.0,4.0,1.0,0.0,0.0,0.0,50.0,5.0,1.0,0.0,0.0,11.0,12.0,1.0,0.0,0.0,2.0,13.0,3.0,7.0,0.0,15.0,6.0,0.0,10.0,55.0,7.0,21.0,0.0,9.0,0.0,0.0,15.0,4.0,4.0,2.0,4.0,7.0,30.0,4.0,3.0,0.0,0.0,5.0,16.0,22.0,0.0,11.0,3.0,20.0,0.0,27.0,6.0,42.0,2.0,1.0,9.0,5.0,0.0,13.0,4.0,20.0,4.0,61.0,5.0,26.0,8.0,5.0,0.0,59.0,0.0,0.0,8.0,0.0,19.0,0.0,4.0,52.0,20.0,19.0,4.0,12.0,19.0,0.0,3.0,2.0,58.0
2011-47,15.0,0.0,34.0,11.0,22.0,6.0,0.0,0.0,0.0,6.0,4.0,1.0,0.0,0.0,0.0,50.0,5.0,1.0,0.0,0.0,11.0,12.0,1.0,0.0,0.0,2.0,13.0,3.0,7.0,0.0,15.0,6.0,0.0,10.0,55.0,7.0,21.0,0.0,9.0,0.0,0.0,15.0,4.0,4.0,2.0,4.0,7.0,30.0,4.0,3.0,0.0,0.0,5.0,16.0,22.0,0.0,11.0,3.0,20.0,0.0,27.0,6.0,42.0,2.0,1.0,9.0,5.0,0.0,13.0,4.0,20.0,4.0,61.0,5.0,26.0,8.0,5.0,0.0,59.0,0.0,0.0,8.0,0.0,19.0,0.0,4.0,52.0,20.0,19.0,4.0,12.0,19.0,0.0,3.0,2.0,58.0
2011-48,15.0,0.0,34.0,11.0,22.0,6.0,0.0,0.0,0.0,6.0,4.0,1.0,0.0,0.0,0.0,50.0,5.0,1.0,0.0,0.0,11.0,12.0,1.0,0.0,0.0,2.0,13.0,3.0,7.0,0.0,15.0,6.0,0.0,10.0,55.0,7.0,21.0,0.0,9.0,0.0,0.0,15.0,4.0,4.0,2.0,4.0,7.0,30.0,4.0,3.0,0.0,0.0,5.0,16.0,22.0,0.0,11.0,3.0,20.0,0.0,27.0,6.0,42.0,2.0,1.0,9.0,5.0,0.0,13.0,4.0,20.0,4.0,61.0,5.0,26.0,8.0,5.0,0.0,59.0,0.0,0.0,8.0,0.0,19.0,0.0,4.0,52.0,20.0,19.0,4.0,12.0,19.0,0.0,3.0,2.0,58.0
2011-49,18.0,30.0,23.0,15.0,15.0,17.0,0.0,0.0,1.0,8.0,3.0,4.0,0.0,0.0,1.0,57.0,5.0,2.0,0.0,0.0,15.0,18.0,1.0,0.0,0.0,4.0,15.0,4.0,11.0,8.0,45.0,8.0,16.0,10.0,54.0,10.0,26.0,0.0,6.0,0.0,0.0,15.0,6.0,3.0,0.0,0.0,12.0,64.0,5.0,5.0,2.0,0.0,12.0,15.0,58.0,14.0,29.0,4.0,37.0,4.0,17.0,3.0,37.0,3.0,3.0,18.0,9.0,4.0,19.0,0.0,5.0,5.0,68.0,28.0,17.0,0.0,21.0,0.0,54.0,0.0,0.0,5.0,0.0,27.0,3.0,10.0,43.0,35.0,13.0,31.0,10.0,26.0,0.0,7.0,6.0,80.0
2011-50,18.0,30.0,23.0,15.0,15.0,17.0,0.0,0.0,1.0,8.0,3.0,4.0,0.0,0.0,1.0,57.0,5.0,2.0,0.0,0.0,15.0,18.0,1.0,0.0,0.0,4.0,15.0,4.0,11.0,8.0,45.0,8.0,16.0,10.0,54.0,10.0,26.0,0.0,6.0,0.0,0.0,15.0,6.0,3.0,0.0,0.0,12.0,64.0,5.0,5.0,2.0,0.0,12.0,15.0,58.0,14.0,29.0,4.0,37.0,4.0,17.0,3.0,37.0,3.0,3.0,18.0,9.0,4.0,19.0,0.0,5.0,5.0,68.0,28.0,17.0,0.0,21.0,0.0,54.0,0.0,0.0,5.0,0.0,27.0,3.0,10.0,43.0,35.0,13.0,31.0,10.0,26.0,0.0,7.0,6.0,80.0
2011-51,18.0,30.0,23.0,15.0,15.0,17.0,0.0,0.0,1.0,8.0,3.0,4.0,0.0,0.0,1.0,57.0,5.0,2.0,0.0,0.0,15.0,18.0,1.0,0.0,0.0,4.0,15.0,4.0,11.0,8.0,45.0,8.0,16.0,10.0,54.0,10.0,26.0,0.0,6.0,0.0,0.0,15.0,6.0,3.0,0.0,0.0,12.0,64.0,5.0,5.0,2.0,0.0,12.0,15.0,58.0,14.0,29.0,4.0,37.0,4.0,17.0,3.0,37.0,3.0,3.0,18.0,9.0,4.0,19.0,0.0,5.0,5.0,68.0,28.0,17.0,0.0,21.0,0.0,54.0,0.0,0.0,5.0,0.0,27.0,3.0,10.0,43.0,35.0,13.0,31.0,10.0,26.0,0.0,7.0,6.0,80.0
2011-52,18.0,30.0,23.0,15.0,15.0,17.0,0.0,0.0,1.0,8.0,3.0,4.0,0.0,0.0,1.0,57.0,5.0,2.0,0.0,0.0,15.0,18.0,1.0,0.0,0.0,4.0,15.0,4.0,11.0,8.0,45.0,8.0,16.0,10.0,54.0,10.0,26.0,0.0,6.0,0.0,0.0,15.0,6.0,3.0,0.0,0.0,12.0,64.0,5.0,5.0,2.0,0.0,12.0,15.0,58.0,14.0,29.0,4.0,37.0,4.0,17.0,3.0,37.0,3.0,3.0,18.0,9.0,4.0,19.0,0.0,5.0,5.0,68.0,28.0,17.0,0.0,21.0,0.0,54.0,0.0,0.0,5.0,0.0,27.0,3.0,10.0,43.0,35.0,13.0,31.0,10.0,26.0,0.0,7.0,6.0,80.0
2012-01,8.0,10.0,0.0,0.0,10.0,14.0,1.0,0.0,1.0,1.0,3.0,5.0,0.0,2.0,0.0,46.0,4.0,1.0,0.0,0.0,8.0,9.0,1.0,0.0,0.0,2.0,7.0,3.0,5.0,0.0,17.0,6.0,11.0,9.0,62.0,0.0,15.0,0.0,1.0,0.0,0.0,8.0,6.0,2.0,0.0,0.0,8.0,42.0,7.0,3.0,2.0,0.0,7.0,10.0,10.0,10.0,10.0,0.0,25.0,0.0,13.0,4.0,19.0,2.0,1.0,3.0,2.0,0.0,6.0,3.0,3.0,0.0,43.0,5.0,12.0,0.0,14.0,0.0,61.0,0.0,0.0,3.0,0.0,8.0,2.0,5.0,21.0,14.0,3.0,4.0,7.0,14.0,0.0,2.0,2.0,66.0
2012-02,8.0,10.0,0.0,0.0,10.0,14.0,1.0,0.0,1.0,1.0,3.0,5.0,0.0,2.0,0.0,46.0,4.0,1.0,0.0,0.0,8.0,9.0,1.0,0.0,0.0,2.0,7.0,3.0,5.0,0.0,17.0,6.0,11.0,9.0,62.0,0.0,15.0,0.0,1.0,0.0,0.0,8.0,6.0,2.0,0.0,0.0,8.0,42.0,7.0,3.0,2.0,0.0,7.0,10.0,10.0,10.0,10.0,0.0,25.0,0.0,13.0,4.0,19.0,2.0,1.0,3.0,2.0,0.0,6.0,3.0,3.0,0.0,43.0,5.0,12.0,0.0,14.0,0.0,61.0,0.0,0.0,3.0,0.0,8.0,2.0,5.0,21.0,14.0,3.0,4.0,7.0,14.0,0.0,2.0,2.0,66.0
2012-03,8.0,10.0,0.0,0.0,10.0,14.0,1.0,0.0,1.0,1.0,3.0,5.0,0.0,2.0,0.0,46.0,4.0,1.0,0.0,0.0,8.0,9.0,1.0,0.0,0.0,2.0,7.0,3.0,5.0,0.0,17.0,6.0,11.0,9.0,62.0,0.0,15.0,0.0,1.0,0.0,0.0,8.0,6.0,2.0,0.0,0.0,8.0,42.0,7.0,3.0,2.0,0.0,7.0,10.0,10.0,10.0,10.0,0.0,25.0,0.0,13.0,4.0,19.0,2.0,1.0,3.0,2.0,0.0,6.0,3.0,3.0,0.0,43.0,5.0,12.0,0.0,14.0,0.0,61.0,0.0,0.0,3.0,0.0,8.0,2.0,5.0,21.0,14.0,3.0,4.0,7.0,14.0,0.0,2.0,2.0,66.0
